MaNV,TenNV,ChucVu,BoPhan,CCCD,SDT_NV,Email_NV,NgaySinh,GioiTinh
NV000228,Tran Thi Dung,Dieu hanh,Tai chinh,160905133444,098901542700,nv228@airline.vn,1983-04-23,Khac
NV000229,Nguyen Van Son,Phi cong,Dieu hanh bay,564194079564,097203795800,nv229@airline.vn,1974-10-18,Khac
NV000230,Pham Duc Uyen,Tiep vien,Dieu hanh bay,881580385533,097310995300,nv230@airline.vn,1966-09-19,Nu
NV000231,Huynh Van Son,Ky thuat,Dieu hanh bay,151572585751,032605216900,nv231@airline.vn,1968-05-17,Nu
NV000232,Le Duc Binh,Ky thuat,Dieu hanh bay,964465125957,097829654500,nv232@airline.vn,1987-08-14,Nam
NV000233,Huynh Duc Uyen,Tiep vien,Khai thac bay,971106088911,034628058800,nv233@airline.vn,1987-06-16,Khac
NV000234,Huynh Van Bao,Dieu hanh,Dieu hanh bay,943138679335,034470327900,nv234@airline.vn,1972-09-26,Nam
NV000235,Vu Thi Hung,Tiep vien,Ky thuat may bay,545813009541,086319456200,nv235@airline.vn,1971-07-11,Nu
NV000236,Nguyen Dung,Tiep vien,An toan bay,480569493586,033190092000,nv236@airline.vn,1960-12-22,Khac
NV000237,Le Van Khanh,Tiep vien,Phuc vu mat dat,298831698445,098858206500,nv237@airline.vn,1987-08-23,Khac
NV000238,Hoang Thi Thu,Tiep vien,An toan bay,525490952201,032273906400,nv238@airline.vn,1965-03-09,Nam
NV000239,Tran Duc Son,Dieu hanh,An toan bay,527948041178,032110266400,nv239@airline.vn,1994-01-04,Khac
NV000240,Bui Anh,Ky thuat,Tai chinh,239839107337,033232761700,nv240@airline.vn,1971-10-20,Nu
NV000241,Vo Duc An,Ky thuat,Phuc vu mat dat,890249140478,086541445800,nv241@airline.vn,1970-11-26,Khac
NV000242,Tran Van Hung,Tiep vien,Khai thac bay,680696289919,034483875300,nv242@airline.vn,1990-06-08,Khac
NV000243,Huynh Cuong,Dieu hanh,Khai thac bay,707571246013,034383205400,nv243@airline.vn,1983-05-17,Nam
NV000244,Hoang Van Hung,Dieu hanh,Tai chinh,356629357770,096644083200,nv244@airline.vn,1976-06-26,Nu
NV000245,Nguyen Binh,Tiep vien,Ky thuat may bay,506530771767,034883871800,nv245@airline.vn,1981-12-05,Nam
NV000246,Tran Thi Dung,Tiep vien,Phuc vu mat dat,885698359491,086578932400,nv246@airline.vn,1994-10-25,Khac
NV000247,Bui Chi,Ky thuat,Dieu hanh bay,326620329907,033592360600,nv247@airline.vn,1970-08-06,Nam
NV000248,Pham Bao,Tiep vien,Khai thac bay,623546803521,034121165400,nv248@airline.vn,1994-01-26,Nam
NV000249,Bui Thi Thu,Phi cong,Ky thuat may bay,883096883004,097426085100,nv249@airline.vn,1962-07-20,Nam
NV000250,Huynh Thi Bao,Tiep vien,An toan bay,352946920179,034485067900,nv250@airline.vn,1979-01-02,Nam
NV000251,Dang Chi,Ky thuat,Dieu hanh bay,415702243180,096212341600,nv251@airline.vn,1987-06-06,Nu
NV000252,Hoang Duc Nam,Tiep vien,Ky thuat may bay,157670662558,098992106600,nv252@airline.vn,1973-09-12,Nam
NV000253,Vo Thi Dat,Ky thuat,Tai chinh,708958838017,032126121400,nv253@airline.vn,1980-04-21,Nam
NV000254,Le Bao,Dieu hanh,An toan bay,382012150325,098747594700,nv254@airline.vn,1996-10-14,Nam
NV000255,Bui Duc Binh,Tiep vien,Dieu hanh bay,871284966409,033904201200,nv255@airline.vn,1966-05-27,Khac
NV000256,Le Nam,Tiep vien,Khai thac bay,197969165375,098739779800,nv256@airline.vn,1976-03-09,Nam
NV000257,Pham Thi Bao,Dieu hanh,Dieu hanh bay,671929587716,033499745900,nv257@airline.vn,1996-02-05,Nam
NV000258,Dang Van Yen,Ky thuat,Phuc vu mat dat,330066714617,033967518100,nv258@airline.vn,1992-01-23,Nam
NV000259,Le Van Hung,Phi cong,Khai thac bay,301927470105,033394824500,nv259@airline.vn,1960-01-03,Khac
NV000260,Vo Uyen,Phi cong,Khai thac bay,133973366339,096906726400,nv260@airline.vn,1984-02-01,Nam
NV000261,Hoang Duc Lan,Ky thuat,Khai thac bay,165664740914,097494653400,nv261@airline.vn,1995-05-11,Nam
NV000262,Tran Van Cuong,Ky thuat,Ky thuat may bay,960802242415,098331949500,nv262@airline.vn,1972-06-10,Khac
NV000263,Bui Van Phu,Phi cong,Khai thac bay,904011674754,098128356300,nv263@airline.vn,1989-07-06,Nam
NV000264,Huynh Duc Nam,Dieu hanh,Dieu hanh bay,461097369127,032177304700,nv264@airline.vn,1987-07-22,Khac
NV000265,Vu Van Nam,Phi cong,Khai thac bay,812556493794,086722381700,nv265@airline.vn,1979-02-23,Nam
NV000266,Pham Van Oanh,Ky thuat,An toan bay,208765455495,086551079800,nv266@airline.vn,1990-01-17,Nam
NV000267,Huynh Thi Bao,Ky thuat,Dieu hanh bay,321397982464,034336268000,nv267@airline.vn,1984-09-24,Khac
NV000268,Le Thu,Phi cong,An toan bay,693710852108,086972480600,nv268@airline.vn,1996-02-16,Khac
NV000269,Bui Duc Chi,Phi cong,Ky thuat may bay,751988279402,086403013400,nv269@airline.vn,1983-08-28,Nam
NV000270,Bui Viet,Phi cong,Tai chinh,360252261691,033137374500,nv270@airline.vn,1965-03-14,Nu
NV000271,Vo Thi Anh,Ky thuat,Khai thac bay,705928227853,098109805200,nv271@airline.vn,1996-06-05,Nam
NV000272,Vo Duc Son,Dieu hanh,Ky thuat may bay,603017028669,086866581400,nv272@airline.vn,1978-12-03,Nam
NV000273,Vo Oanh,Dieu hanh,Phuc vu mat dat,184971883628,032342688100,nv273@airline.vn,1977-02-20,Khac
NV000274,Le Duc Uyen,Tiep vien,Phuc vu mat dat,762030181502,086660807600,nv274@airline.vn,1992-10-03,Khac
NV000275,Nguyen Duc Nam,Tiep vien,Phuc vu mat dat,480334610271,097592660300,nv275@airline.vn,1983-08-27,Nam
NV000276,Huynh Thi Uyen,Phi cong,An toan bay,238046845702,098716007100,nv276@airline.vn,1991-01-23,Nam
NV000277,Nguyen Chi,Tiep vien,Tai chinh,477521081606,086561556200,nv277@airline.vn,1963-08-06,Nam
NV000278,Le Nam,Tiep vien,An toan bay,772420036937,034569759600,nv278@airline.vn,1960-01-03,Khac
NV000279,Dang Thi Anh,Tiep vien,Tai chinh,887103513048,086503274700,nv279@airline.vn,1965-03-14,Nam
NV000280,Vu Duc Bao,Phi cong,Dieu hanh bay,164707595412,098689605500,nv280@airline.vn,1995-11-23,Nam
NV000281,Tran Duc Dung,Phi cong,An toan bay,219431282264,098244575300,nv281@airline.vn,1980-03-14,Nam
NV000282,Nguyen Thi Son,Ky thuat,Khai thac bay,726295633668,033434889200,nv282@airline.vn,1962-01-15,Nam
NV000283,Vu Duc Cuong,Phi cong,Khai thac bay,632391179964,034245330400,nv283@airline.vn,1992-10-26,Nu
NV000284,Dang Duc Phu,Tiep vien,Tai chinh,976778271266,096975607800,nv284@airline.vn,1989-07-19,Nam
NV000285,Vu Thi Son,Dieu hanh,Ky thuat may bay,943841748277,032793602900,nv285@airline.vn,1965-10-26,Nam
NV000286,Vo Duc Lan,Dieu hanh,Khai thac bay,897878275049,098218653900,nv286@airline.vn,1962-05-11,Nam
NV000287,Le Son,Tiep vien,Tai chinh,173801178466,086597897300,nv287@airline.vn,1973-12-12,Khac
NV000288,Hoang Thi Anh,Tiep vien,Phuc vu mat dat,681627378315,032780536800,nv288@airline.vn,1977-09-14,Nam
NV000289,Vu Thi Viet,Dieu hanh,An toan bay,652083437138,033609422900,nv289@airline.vn,1971-06-26,Nam
NV000290,Vu Oanh,Tiep vien,An toan bay,460980975360,034189041600,nv290@airline.vn,1988-08-09,Nam
NV000291,Vu Son,Dieu hanh,Ky thuat may bay,187413060840,034766166000,nv291@airline.vn,1970-04-19,Nam
NV000292,Nguyen Van Dat,Dieu hanh,Ky thuat may bay,945688996300,034279751300,nv292@airline.vn,1962-08-21,Nu
NV000293,Nguyen Van Dat,Tiep vien,Khai thac bay,194279007487,032876281300,nv293@airline.vn,1992-07-04,Nam
NV000294,Le Duc Phu,Ky thuat,Tai chinh,157505596691,097397204300,nv294@airline.vn,1970-11-01,Khac
NV000295,Bui Thi Son,Tiep vien,Ky thuat may bay,847681469655,033101090500,nv295@airline.vn,1965-11-05,Nam
NV000296,Vo Duc Phu,Phi cong,Khai thac bay,935017580632,098185184400,nv296@airline.vn,1965-06-04,Nu
NV000297,Pham Duc Khanh,Dieu hanh,Ky thuat may bay,797675151341,096670063400,nv297@airline.vn,1962-08-10,Nam
NV000298,Vo Dung,Tiep vien,Phuc vu mat dat,754826586391,096183076500,nv298@airline.vn,1982-12-24,Nu
NV000299,Nguyen Van Manh,Phi cong,Khai thac bay,533716823484,034462776700,nv299@airline.vn,1979-12-01,Nam
NV000300,Bui Van Dung,Tiep vien,Ky thuat may bay,569072761437,032949736200,nv300@airline.vn,1978-02-03,Nu
NV000301,Bui Thi Dung,Tiep vien,An toan bay,493184685329,034508744900,nv301@airline.vn,1983-11-19,Nu
NV000302,Le Duc Binh,Ky thuat,Khai thac bay,164567350033,086916870500,nv302@airline.vn,1996-10-01,Nam
NV000303,Vu Cuong,Dieu hanh,Khai thac bay,697316940589,086836909500,nv303@airline.vn,1990-05-02,Nam
NV000304,Vo Duc Anh,Tiep vien,Tai chinh,826784933888,033584821300,nv304@airline.vn,1979-10-23,Nu
NV000305,Pham Van An,Ky thuat,Dieu hanh bay,514286000996,098363696700,nv305@airline.vn,1981-06-01,Nam
NV000306,Le Van Son,Phi cong,Dieu hanh bay,445227250504,034318117000,nv306@airline.vn,1985-03-10,Nam
NV000307,Vo Duc Bao,Tiep vien,An toan bay,787457397339,033350738200,nv307@airline.vn,1974-04-10,Nu
NV000308,Tran Van Chi,Phi cong,An toan bay,804545721480,086177837600,nv308@airline.vn,1982-04-01,Khac
NV000309,Dang Thi Nam,Phi cong,Phuc vu mat dat,194990280970,086758643400,nv309@airline.vn,1988-04-26,Nam
NV000310,Bui Duc An,Tiep vien,Dieu hanh bay,930363563650,096856900000,nv310@airline.vn,1980-10-28,Nam
NV000311,Tran Khanh,Tiep vien,Phuc vu mat dat,148942188887,033503105100,nv311@airline.vn,1986-11-26,Nam
NV000312,Nguyen Hung,Tiep vien,Ky thuat may bay,304099683833,032529219000,nv312@airline.vn,1989-08-01,Nam
NV000313,Nguyen Van Viet,Phi cong,Ky thuat may bay,279709393360,033110266300,nv313@airline.vn,1971-04-14,Nam
NV000314,Tran Thi Dat,Phi cong,Ky thuat may bay,965540848761,032976196700,nv314@airline.vn,1996-08-24,Nam
NV000315,Huynh Van Cuong,Ky thuat,Khai thac bay,223578245986,096832376600,nv315@airline.vn,1973-09-12,Nu
NV000316,Dang Van Bao,Dieu hanh,Ky thuat may bay,922782482760,086889276000,nv316@airline.vn,1970-12-23,Nam
NV000317,Vu Van Bao,Phi cong,Ky thuat may bay,361637243689,086997544100,nv317@airline.vn,1998-04-03,Khac
NV000318,Bui Hung,Tiep vien,An toan bay,461963140476,034189624600,nv318@airline.vn,1966-09-05,Nam
NV000319,Vo Van Khanh,Phi cong,Phuc vu mat dat,334295619275,096594165400,nv319@airline.vn,1994-03-21,Nam
NV000320,Le Van Hung,Tiep vien,Khai thac bay,406134206358,086567683500,nv320@airline.vn,1973-12-05,Nam
NV000321,Tran Duc Uyen,Dieu hanh,An toan bay,317800111658,097117125900,nv321@airline.vn,1968-12-21,Nam
NV000322,Le Thi Binh,Phi cong,Ky thuat may bay,885708881552,097350429600,nv322@airline.vn,1974-03-05,Khac
NV000323,Vo Thi Son,Phi cong,Phuc vu mat dat,887580740376,033169506000,nv323@airline.vn,1968-09-03,Khac
NV000324,Huynh Binh,Tiep vien,Dieu hanh bay,100846286593,097196370200,nv324@airline.vn,1982-12-26,Nam
NV000325,Vo Viet,Tiep vien,Dieu hanh bay,743828883579,032476220600,nv325@airline.vn,1968-02-22,Nam
NV000326,Le Van Dat,Ky thuat,Tai chinh,997147631052,097224197500,nv326@airline.vn,1990-05-13,Nam
NV000327,Le Thi Cuong,Phi cong,Khai thac bay,371715396459,098562892900,nv327@airline.vn,1964-10-13,Khac
NV000328,Le Van Hung,Tiep vien,Khai thac bay,634378970084,032940684800,nv328@airline.vn,1963-06-13,Nu
NV000329,Vu Thu,Phi cong,Dieu hanh bay,869803600884,086356643800,nv329@airline.vn,1965-10-17,Khac
NV000330,Huynh Van Son,Tiep vien,An toan bay,955930888631,098527375600,nv330@airline.vn,1979-11-02,Khac
NV000331,Vu Thi Thu,Tiep vien,An toan bay,309466458003,097477017100,nv331@airline.vn,1996-07-12,Nam
NV000332,Hoang Dat,Tiep vien,Dieu hanh bay,242548988502,098383439800,nv332@airline.vn,1984-03-14,Nam
NV000333,Tran Thi Oanh,Tiep vien,Phuc vu mat dat,554346682232,097330595100,nv333@airline.vn,1981-11-18,Nu
NV000334,Hoang Van Hung,Dieu hanh,An toan bay,147051193997,096927103800,nv334@airline.vn,1998-11-20,Nam
NV000335,Bui Thi Uyen,Tiep vien,Tai chinh,885208758360,032737980900,nv335@airline.vn,1976-04-07,Nu
NV000336,Pham Duc Hung,Ky thuat,Phuc vu mat dat,503250027385,097196642100,nv336@airline.vn,1983-09-08,Nam
NV000337,Pham Thi Nam,Phi cong,Tai chinh,182638974551,032713784900,nv337@airline.vn,1993-08-13,Nam
NV000338,Huynh Duc Nam,Ky thuat,Tai chinh,721438083446,097550573900,nv338@airline.vn,1991-06-26,Khac
NV000339,Vu Duc Cuong,Tiep vien,Phuc vu mat dat,577771857782,034892200200,nv339@airline.vn,1977-07-13,Khac
NV000340,Tran Thi Uyen,Tiep vien,Phuc vu mat dat,293613168567,034579074500,nv340@airline.vn,1983-01-18,Nam
NV000341,Bui Duc Phu,Dieu hanh,Khai thac bay,477161547870,033769580200,nv341@airline.vn,1998-03-11,Nu
NV000342,Bui Thu,Tiep vien,Dieu hanh bay,221039582308,098501863100,nv342@airline.vn,1960-08-28,Nu
NV000343,Le Duc Manh,Dieu hanh,Khai thac bay,298709647353,086305587600,nv343@airline.vn,1978-01-22,Nu
NV000344,Dang Thi Cuong,Tiep vien,Phuc vu mat dat,559307919957,098295192700,nv344@airline.vn,1979-06-10,Nam
NV000345,Nguyen Viet,Tiep vien,Tai chinh,605819672365,033274902100,nv345@airline.vn,1961-01-18,Nam
NV000346,Vo Duc Anh,Tiep vien,Phuc vu mat dat,232851589921,032718006000,nv346@airline.vn,1995-08-03,Nu
NV000347,Huynh Thi Khanh,Tiep vien,Tai chinh,912948661663,033826362100,nv347@airline.vn,1992-08-09,Nu
NV000348,Vo Van Binh,Ky thuat,Phuc vu mat dat,846533468067,032987576400,nv348@airline.vn,1986-06-24,Nam
NV000349,Pham Viet,Ky thuat,Phuc vu mat dat,574925907440,086643437100,nv349@airline.vn,1986-04-07,Khac
NV000350,Nguyen Duc Dung,Phi cong,Tai chinh,150798360329,098699131000,nv350@airline.vn,1969-08-18,Nam
NV000351,Nguyen Duc Son,Dieu hanh,Tai chinh,151471246805,032142475200,nv351@airline.vn,1969-08-28,Nam
NV000352,Le Duc Chi,Tiep vien,Ky thuat may bay,827838535512,098426933500,nv352@airline.vn,1967-07-01,Nu
NV000353,Pham Van Cuong,Tiep vien,Dieu hanh bay,987035672600,097245701000,nv353@airline.vn,1991-03-02,Nam
NV000354,Tran Lan,Dieu hanh,Ky thuat may bay,878896890802,033969223300,nv354@airline.vn,1985-03-24,Nam
NV000355,Bui Khanh,Tiep vien,Ky thuat may bay,890822967397,034690975500,nv355@airline.vn,1973-04-05,Nam
NV000356,Le Thi Viet,Dieu hanh,Phuc vu mat dat,675068725361,096392437500,nv356@airline.vn,1960-05-12,Khac
NV000357,Pham Thi Son,Tiep vien,Phuc vu mat dat,569969180726,032951067700,nv357@airline.vn,1982-01-16,Khac
NV000358,Tran Binh,Phi cong,An toan bay,526006800471,096935227100,nv358@airline.vn,1967-09-26,Nam
NV000359,Pham Van Thu,Phi cong,Khai thac bay,235254499603,033765092000,nv359@airline.vn,1966-06-21,Nam
NV000360,Dang Thi Bao,Phi cong,Dieu hanh bay,974739756929,098829375700,nv360@airline.vn,1976-09-28,Nu
NV000361,Vu Thi Yen,Tiep vien,Dieu hanh bay,391000147526,033343518900,nv361@airline.vn,1973-04-23,Nam
NV000362,Le Van Khanh,Phi cong,An toan bay,376132195977,033680669700,nv362@airline.vn,1995-11-28,Nam
NV000363,Le Duc Khanh,Ky thuat,Khai thac bay,299187814001,098666287800,nv363@airline.vn,1973-06-21,Nam
NV000364,Vu Manh,Tiep vien,Khai thac bay,812342159899,032991830900,nv364@airline.vn,1963-05-13,Khac
NV000365,Hoang Thi Dung,Phi cong,Dieu hanh bay,446470727043,033611521300,nv365@airline.vn,1967-11-18,Nu
NV000366,Le Van An,Tiep vien,Dieu hanh bay,538836199466,097196187000,nv366@airline.vn,1992-05-22,Khac
NV000367,Pham Cuong,Tiep vien,Dieu hanh bay,443869072770,097564475200,nv367@airline.vn,1990-01-12,Nu
NV000368,Hoang Van Cuong,Tiep vien,Tai chinh,175847783429,034245085900,nv368@airline.vn,1987-12-09,Nam
NV000369,Tran Duc Cuong,Tiep vien,Dieu hanh bay,118346464711,096253216200,nv369@airline.vn,1996-12-13,Nam
NV000370,Bui Phu,Dieu hanh,Dieu hanh bay,986299799134,033200995600,nv370@airline.vn,1990-01-26,Nam
NV000371,Nguyen Thi Nam,Ky thuat,Phuc vu mat dat,115748199938,032932368700,nv371@airline.vn,1966-03-24,Nam
NV000372,Le Van Oanh,Tiep vien,An toan bay,925680193525,097821414300,nv372@airline.vn,1985-08-18,Khac
NV000373,Vu Binh,Tiep vien,Khai thac bay,568859991871,086911803700,nv373@airline.vn,1974-02-26,Nam
NV000374,Le Viet,Phi cong,Dieu hanh bay,473486678824,097989893500,nv374@airline.vn,1994-10-16,Khac
NV000375,Huynh Thi Manh,Dieu hanh,Tai chinh,442278694940,033293421300,nv375@airline.vn,1998-02-21,Khac
NV000376,Huynh Thi Oanh,Phi cong,An toan bay,897455655226,098661820500,nv376@airline.vn,1971-04-04,Nam
NV000377,Nguyen Van Khanh,Dieu hanh,Khai thac bay,950504537832,034915859100,nv377@airline.vn,1984-05-10,Khac
NV000378,Hoang Van Yen,Phi cong,Khai thac bay,560164000641,096878911100,nv378@airline.vn,1985-05-10,Khac
NV000379,Vo Duc Thu,Dieu hanh,Dieu hanh bay,596468523398,034249362300,nv379@airline.vn,1986-04-13,Nu
NV000380,Vu Duc Binh,Tiep vien,Khai thac bay,546775613192,033692241300,nv380@airline.vn,1980-12-08,Khac
NV000381,Pham Binh,Tiep vien,An toan bay,776142204392,033879139000,nv381@airline.vn,1988-02-04,Nu
NV000382,Le Cuong,Tiep vien,Ky thuat may bay,152423892581,097722370500,nv382@airline.vn,1997-08-24,Nam
NV000383,Le Duc Son,Phi cong,Phuc vu mat dat,278365766419,086793780600,nv383@airline.vn,1973-07-10,Nam
NV000384,Tran Duc Phu,Dieu hanh,An toan bay,717830783227,098662706400,nv384@airline.vn,1985-06-10,Khac
NV000385,Vu Duc Manh,Tiep vien,Ky thuat may bay,917298603385,033615717400,nv385@airline.vn,1976-02-26,Nu
NV000386,Bui Dung,Dieu hanh,An toan bay,368818087191,098506777100,nv386@airline.vn,1976-05-19,Khac
NV000387,Hoang Duc Manh,Ky thuat,Ky thuat may bay,675599388887,098387456300,nv387@airline.vn,1969-04-02,Nu
NV000388,Dang Thi Uyen,Dieu hanh,Tai chinh,896617769594,033994525200,nv388@airline.vn,1993-10-28,Nu
NV000389,Tran Thi Manh,Phi cong,Khai thac bay,730330469007,086316575000,nv389@airline.vn,1963-12-06,Nam
NV000390,Vo Binh,Tiep vien,Ky thuat may bay,484479339632,033581615800,nv390@airline.vn,1986-06-11,Khac
NV000391,Bui Thi Hung,Phi cong,Phuc vu mat dat,142993312597,034566637500,nv391@airline.vn,1996-07-28,Nu
NV000392,Vu Thi Chi,Dieu hanh,Phuc vu mat dat,158267989661,098145945700,nv392@airline.vn,1969-12-28,Nu
NV000393,Tran Van Hung,Tiep vien,Tai chinh,610516023902,034760153700,nv393@airline.vn,1982-09-23,Khac
NV000394,Pham Duc Phu,Ky thuat,Khai thac bay,189361795802,096466415800,nv394@airline.vn,1964-05-23,Nu
NV000395,Dang Thi Oanh,Tiep vien,Tai chinh,535197251046,086471258400,nv395@airline.vn,1965-02-08,Nu
NV000396,Nguyen Duc Lan,Tiep vien,Phuc vu mat dat,550236325973,033327720200,nv396@airline.vn,1962-04-07,Nu
NV000397,Vo Thi Oanh,Tiep vien,Dieu hanh bay,818152514850,032131401100,nv397@airline.vn,1979-04-22,Khac
NV000398,Bui Uyen,Dieu hanh,Khai thac bay,705730703334,098626456500,nv398@airline.vn,1969-10-28,Nu
NV000399,Vu Van Cuong,Tiep vien,Tai chinh,809054736053,097917546200,nv399@airline.vn,1988-05-03,Khac
NV000400,Hoang Van Lan,Tiep vien,Phuc vu mat dat,451506447363,032360324900,nv400@airline.vn,1974-09-26,Nu
NV000401,Nguyen Thi Khanh,Dieu hanh,An toan bay,408998501768,086755726400,nv401@airline.vn,1981-03-15,Nu
NV000402,Le Thi Lan,Tiep vien,An toan bay,271772991993,096492206200,nv402@airline.vn,1960-03-01,Nam
NV000403,Huynh Van Thu,Tiep vien,Phuc vu mat dat,112360120113,033136853700,nv403@airline.vn,1974-04-09,Khac
NV000404,Vo Van Viet,Phi cong,Tai chinh,572020787192,098865534700,nv404@airline.vn,1983-01-15,Khac
NV000405,Le Duc Yen,Tiep vien,Phuc vu mat dat,924198404417,032391186600,nv405@airline.vn,1977-11-12,Nam
NV000406,Nguyen Thi Chi,Tiep vien,Tai chinh,712383829597,098533380800,nv406@airline.vn,1991-03-08,Nam
NV000407,Pham Thi Nam,Phi cong,Phuc vu mat dat,424442618813,086214255100,nv407@airline.vn,1997-12-26,Nam
NV000408,Tran Thi Viet,Tiep vien,Tai chinh,245157304732,034187441400,nv408@airline.vn,1983-01-15,Khac
NV000409,Hoang Bao,Phi cong,Dieu hanh bay,798542900361,097930794700,nv409@airline.vn,1980-05-14,Nam
NV000410,Bui Thi Dat,Tiep vien,Khai thac bay,496796211610,097481497100,nv410@airline.vn,1994-08-05,Khac
NV000411,Le Van Phu,Tiep vien,Phuc vu mat dat,758490031609,032675864700,nv411@airline.vn,1984-07-25,Nu
NV000412,Hoang Thi Anh,Tiep vien,Dieu hanh bay,788264659913,033857272300,nv412@airline.vn,1996-02-26,Nam
NV000413,Tran Van Hung,Phi cong,Khai thac bay,680332655926,086961531400,nv413@airline.vn,1962-04-23,Nu
NV000414,Dang Van Uyen,Phi cong,Dieu hanh bay,155212052619,098913244100,nv414@airline.vn,1978-12-02,Nam
NV000415,Bui Duc Hung,Phi cong,An toan bay,782777927867,096522482400,nv415@airline.vn,1982-03-20,Nu
NV000416,Tran Van Yen,Tiep vien,Phuc vu mat dat,922004386625,034519050100,nv416@airline.vn,1974-09-15,Nam
NV000417,Le Duc An,Tiep vien,Phuc vu mat dat,220879028298,086395526500,nv417@airline.vn,1984-11-11,Nu
NV000418,Bui Thi Thu,Tiep vien,Tai chinh,103160840703,097427997900,nv418@airline.vn,1972-05-10,Nu
NV000419,Vo Duc An,Dieu hanh,An toan bay,660489348415,096654644000,nv419@airline.vn,1960-05-15,Nam
NV000420,Le Duc An,Dieu hanh,Tai chinh,943435039630,096686130200,nv420@airline.vn,1964-10-25,Nu
NV000421,Pham Viet,Tiep vien,An toan bay,534571917822,086450984500,nv421@airline.vn,1970-10-24,Nu
NV000422,Vu Duc Manh,Tiep vien,Dieu hanh bay,649417722213,086635036700,nv422@airline.vn,1970-03-12,Nam
NV000423,Nguyen Van Uyen,Ky thuat,Ky thuat may bay,192525350668,033324514700,nv423@airline.vn,1961-11-12,Nam
NV000424,Le Duc Cuong,Phi cong,Khai thac bay,945803344287,086466357800,nv424@airline.vn,1962-03-19,Nu
NV000425,Huynh Cuong,Tiep vien,Dieu hanh bay,607855675237,097358653200,nv425@airline.vn,1986-03-27,Nu
NV000426,Le Binh,Ky thuat,Khai thac bay,827289251282,034962973100,nv426@airline.vn,1961-11-22,Nu
NV000427,Tran Thi Lan,Phi cong,Phuc vu mat dat,691222440154,098167859600,nv427@airline.vn,1962-05-19,Nam
NV000428,Le Van Chi,Tiep vien,Phuc vu mat dat,292538383228,098227958800,nv428@airline.vn,1983-12-10,Nam
NV000429,Huynh Thi Bao,Ky thuat,An toan bay,690202192518,086773543800,nv429@airline.vn,1979-01-04,Nam
NV000430,Dang Duc Phu,Dieu hanh,An toan bay,525452964812,034612702800,nv430@airline.vn,1968-11-01,Nam
NV000431,Vu Khanh,Ky thuat,Tai chinh,626238365702,033626264900,nv431@airline.vn,1993-06-25,Khac
NV000432,Vu Oanh,Tiep vien,Tai chinh,753345064760,086316931300,nv432@airline.vn,1973-05-22,Nam
NV000433,Tran Thi Dat,Ky thuat,Phuc vu mat dat,182373373957,033407059500,nv433@airline.vn,1961-05-23,Nam
NV000434,Nguyen Thi Oanh,Dieu hanh,Ky thuat may bay,338507683829,098289193100,nv434@airline.vn,1978-12-16,Nam
NV000435,Tran Yen,Tiep vien,Dieu hanh bay,772540886616,096565878200,nv435@airline.vn,1996-12-17,Nam
NV000436,Le Thi Anh,Phi cong,Tai chinh,123835147562,032467991700,nv436@airline.vn,1987-07-14,Nam
NV000437,Le Van An,Phi cong,Ky thuat may bay,318769511605,097370605800,nv437@airline.vn,1994-06-07,Khac
NV000438,Pham Van Dung,Tiep vien,Tai chinh,456681628984,098401084600,nv438@airline.vn,1977-04-17,Nam
NV000439,Dang Duc An,Dieu hanh,Tai chinh,777790149256,033204769900,nv439@airline.vn,1963-08-13,Khac
